name,alias,address,neighborhood,borough,begin_date,end_date,main1980s,mainSubcat,description,source,authors,sourceHyperlink
REPOhistory,Repossessing History,tbd (public spaces around Lower Manhattan),,,1989,2000,,,"REPOhistory ""was a collective of visual artists, educators, academics, performers, and media activists [interested] in the intersection of public space, unknown, often radical histories, and using culture to support political activism. . . . [We] sought to retrieve, or 'repossess,' lost, forgotten, or repressed historical knowledge by publicly re-representing and remapping these unheralded narratives at specific locations linked with each overlooked project. . . . Our first project, in 1992, was called the Lower Manhattan Sign Project (LMSP), and it featured street signs that marked a variety of locations . . . that had been the site of imporant, but little-discussed, events [including] the original 'pre-Columbian' coastline of Lower Manhattan . . . [and] the site of an alleged slave rebellion near Wall Street in 1941. . . . We did several other street-sign based projects [including] the Queer Spaces project (1984) . . . to memorialize the 1969 Stonewall uprising."" Greg Sholette, in Desai2009:76.","Desai, Dipti, Jessica Hamlin, and Rachel Mattson, eds., History as Image, Image as History: Contemporary Art and Social Studies Education. New York: Routledge, 2009.",TB,http://dlib.nyu.edu/findingaids/html/fales/repo/
Ridiculous Theatrical Company,Sheridan Square Playhouse (basement),99 Seventh Avenue South,,,1978,,,,"""In 1987, at the height of his career, Charles Ludlam died. . . . [He] had devoted two decades to leading New York's Ridiculous Theatrical Company from cult following to international acclaim. . . . He had ransacked theatrical and literary history in an idiosyncratic, evolutionary quest for a modern art of stage comedy, essaying epic, farce, tragedy and assorted other genres (including several of his own devising) to create his twenty-nine Complete Plays--most prominently, The Mystery of Irma Vep."" Steven1992:vii-viii.","Samuels, Steven, ed., and Charles Ludlam. Ridiculous Theatre: Scourge of Human Folly: The Essays and Opinions of Charles Ludlam. New York: Theatre Communications Group, 1992.",TB,
The Ritz,,125 East Eleventh Street,,,1980,,,,Rock club.,,,
The Ritz,,,,,1989,,,,,,,
The Ritz,Ritz Bar and Lounge,369 West Forty-sixth Street,,,,,,,Gay lounge/dance club,,,
Rivington Sculpture Garden,Rivington School Sculpture Gardens,"various (Rivington Street near Forsyth Street, Sixth Street between Avenue B and C, Second Street and Avenue B)",,,,,,,"""Many public and guerilla sculpture spaces emerged from the Rivington School, most notably the Rivington Sculpture Garden, originally constructed on Rivington Street near Forsyth Street. It was started by early founder 'Cowboy' Ray Kelly. Due to the unpermitted nature of the work, the Rivington Sculpture Garden was regularly knocked down by the city. Eventually it found a home at 6th Street, between Avenue B and Avenue C; and the Corragio Studio, more commonly known as '2B' or 'The Garage', started by another early founder of the movement, Linus Coraggio. The name '2B' refers to its location at 2nd Street and Avenue B in the East Village of New York City, on which a condominium building now stands. The construction and destruction of the Rivington Sculpture Garden was documented by Monty Cantsin aka Istvan Kantor on [the] super8 film 'ANTI CREDO'."" Rivington2016.","â€œRivington School: Sculpture Gardens.â€ù America Pink website. Accessed June 10, 2016, http://america.pink/rivington-school_3760421.html.",TB,
Rock Lounge,,West Broadway and Canal Street,,,,,,,,,,
Roulette Intermedium,,228 West Broadway,,,1978,2006?,,,"""Overseen by composer and trombonist Jim Staley [and originally housed in his living room], Roulette has produced between 50 and 90 concerts a year, securing grants to commission the composers it invites to play. The range is broad, with a strong focus on new jazz and contemporary music works, improvised collaborations, and one-time special events. Under-30 composers are as likely to be heard as such major downtown figures (and board members) as John Zorn and William Parker."" Dollar2006:13â€“14.","Dollar, Steve. Jazz Guide: New York City. New York: Little Bookroom, 2006.",TB,
Roulette Intermedium,,20 Greene Street,,,2006?,2011,,,,,,
Roulette Intermedium,,509 Atlantic Avenue,,Brooklyn,2011,,,,,,,
The Roxy,Roxy NYC,515 West Eighteenth Street,Chelsea,,1978,2007,,,"Roller rink, nightclub; dance club with Hip Hop, DJ battles, gay dance nights (Roxy Saturdays) beginning in 1982.",,TB,
The Saint,,233 East Sixth Street,,,,,,,"Bruce Mailman and Charles Terrell opened The Saint on September 20, 1980. Distribution and sales of membership packages built hype and success for the gay nightclub before it even opened, and its lighting, sound system, and dancefloor made it a prime disco venue. The club closed in 1988 as a result of a diminished membership due to the HIV/AIDS epidemic.",,SM,
Saint Marks Books,St. Mark's Books,236 East Third Street,,,,,,,,,,
Saint Marks Church,"St. Mark's Church, St. Mark's Church in-the-Bowery, St. Mark's Church-in-the-Bouwerie",131 East Tenth Street,,,,,,,"Among other things, site of first Patti Smith performance, a poetry reading with Lenny Kaye in 1971.",,TB,
Saint Marks Gallery,St. Mark's Church Gallery,411 East Ninth Street,,,,,,,,,,
Saint Marks Poetry Project,St. Mark's Church Poetry Project,,,,1966,,,,"Held its first poetry workshops at the old Second Avenue Courthouse Building (which later housed Anthology Film Archives). MilesInsane2016. ""A trajectory can be traced from the Tenth Street Coffeehouse to Les Deux MÃ©gots to Le Metro to, in the fall of 1966, the poetry project at St. Mark's Church. . . . It was here that the growing anarchic aura surrounding the poetry scene exploded as the Church became a social center for poets, friends of poets, junkies, intellectuals, college students, suburban day trippers [and] Young Lords. . . . New sounds like acid rock and LaMonte Young's aggressively dissonant Theater of Eternal Music were part of the neighborhood soundtrack."" Kane2010:195-196.","Champion, Miles. Insane Podium: A Short History: THE POETRY PROJECT, 1966-. Accessed June 7, 2016, https://www.poetryproject.org/about/history/; Kane, Daniel. â€œFrom Poetry to Punk in the East Village.â€ù In Cyrus R. K. Patel and Bryan Waterman, The Cambridge Companion to the Literature of New York, 189-201. New York: Cambridge University Press, 2010.",TB,
The Sanctuary,,,,,,,,,"""One of the first gay discos in New York to become well known was the Sanctuary, a deconsectrated church where DJ Francis Grasso began slip-cueing, now known as beat-matching, mixing the end of one record into the start of the next. . . . Disco focused on loss of self in the moment, it was centred on the body, on expressions of physicality, and, within a new-found legality, on the open expression of gay sexuality. . . . Beat-matching allowed an extended sequence of records, a constant thrusting beat that could go on for many hours, driven on by the sexually charged, drug-enhanced atmosphere of underground gay clubs."" Till2010:24.","Till, Rupert. Pop Cult: Religion and Popular Music. New York: Continuum, 2010.",TB,
School of Byrds,,325 Spring Street,,,,,,,"""The critic Peter Frank, who reviewed this scene at the time for the SoHo news, remembers concerts at 530 Canal Street, 10 Beech Street, and 325 Spring Street, all on the fringes of SoHo proper. 'Don't forget [Robert Wilson's] School of Byrds was [upstairs] on Spring Street in the earlier 1970s. . . . I heard Phil Glass's Another Look at Harmony and beginnings of Einstein on the Beach during the beginnings of '75, and I think I heard Ingram Marshall there too.'"" Kostelanetz2003:112.",,TB,http://dlib.nyu.edu/findingaids/html/fales/kostel/
Semaphore Gallery,,[in SoHo],,,,,,,"â€œAt Semaphore, and later at Semaphore EAST, I began exhibiting several emerging artists on a regular basis, including Martin Wong, Tseng Kwong Chi, Duncan Hannah, Walter Robinson, Robert Colescott, Nancy Dwyer, and Mark Kostabi. I also included Donald Baechler, Joseph Nechvatal, Mimi Gross, Cara Perlman, and Jane Dickson in two- or three-person exhibitions. Annie Herron, later a pioneer in Williamsburg, became director of Semaphore EAST and organized early one-person shows for Lady Pink, Ellen Berkenblit, Felix, Lori Taschler, and Bobby G. The opening show at Semaphore EAST, by the way, in October 1984, was a two-person show with Keith Haring and Tseng Kwong Chi. Kwong Chi exhibited light boxes with color transparencies of Keithâ€™s subway drawings in situ, and Keith had us paint the entire gallery black so he could fill every inch of the gallery with chalk drawings interacting directly with the installation of light boxes.  For some reason, the show received very little critical attention, but for me it was an amazing moment. I wish we could have preserved it somehow.â€ù RosenBlinderman2016.","Rosen, Miss. ""Barry Blinderman: The Downtown Art Scene."" (Febrary 16, 2015). Accessed August 31, 2016, http://1981.nyc/barry-blinderman-downtown-art-scene/.",TB,
Semaphore East,,157 Avenue B,,,,,,,"â€œAt Semaphore, and later at Semaphore EAST, I began exhibiting several emerging artists on a regular basis, including Martin Wong, Tseng Kwong Chi, Duncan Hannah, Walter Robinson, Robert Colescott, Nancy Dwyer, and Mark Kostabi. I also included Donald Baechler, Joseph Nechvatal, Mimi Gross, Cara Perlman, and Jane Dickson in two- or three-person exhibitions. Annie Herron, later a pioneer in Williamsburg, became director of Semaphore EAST and organized early one-person shows for Lady Pink, Ellen Berkenblit, Felix, Lori Taschler, and Bobby G. The opening show at Semaphore EAST, by the way, in October 1984, was a two-person show with Keith Haring and Tseng Kwong Chi. Kwong Chi exhibited light boxes with color transparencies of Keithâ€™s subway drawings in situ, and Keith had us paint the entire gallery black so he could fill every inch of the gallery with chalk drawings interacting directly with the installation of light boxes. For some reason, the show received very little critical attention, but for me it was an amazing moment. I wish we could have preserved it somehow.â€ù RosenBlinderman2016.","Rosen, Miss. ""Barry Blinderman: The Downtown Art Scene."" (Febrary 16, 2015). Accessed August 31, 2016, http://1981.nyc/barry-blinderman-downtown-art-scene/.",TB,
Sensory Evolution,,443 East Sixth Street,,,,,,,,,,
Sharpe,,175 Avenue B,,,,,,,,,,
Slug's Saloon,Slug's,242 East 3rd Street,,,1964 or 1966,1972,,,"When Slug's opened, it ""specialized in (but was not restricted to) the presentation of hard bop. During its first year of operation the performers who appeared there included Jackie McLean, Joe Henderson, Philly Joe Jones, Yusef Lateef, Stanley Turrentine, Charles Lloyd, and Ornette Coleman (who led a trio in September 1966). The club later engaged . . . Freddie Hubbard (1967), Sun Ra (1967â€“8), Art Blakey (1969), McCoy Tyner (1969), Elvin Jones (1970â€“71), Lee Morgan (1971â€“2), and Gato Barbieri (1972). Performances given by Charles Tolliver at Slugs in 1970 were recorded and issued on the LP Live at Slugs.â€ù GroveNightclubs2016.","""Nightclubs and other venues."" The New Grove Dictionary of Jazz, 2nd ed. Grove Music Online. Oxford Music Online. Oxford University Press, accessed June 3, 2016, http://ezproxy.library.nyu.edu:4211/subscriber/article/grove/music/J330000pg38.",TB,
SoHo Playhouse,,15 Vandam Street,,,,,,,,,,
Soho Rep,,,,,,,,,,,,
Someplace Nice,,,,,,,,,"""As a young bassist starting out . . . in New York City, William Parker followed a professional trajectory that took him on daily tours of this downtown loft-jazz scene . . . [including] such seminal jazz lofts as Studio RivBea and Studio We, as well as numerous shorter-lived and lesser-known spaces. . . . Parker recalls presenting festivals, together with kindred musical spiritis such as Billy Bang, at lofts and clubs including Someplace Nice and the Nuyorican Village, beginning as early as 1977, one of the last peak years of the loft era."" Currie2015:[page].","Currie, A. Scott. â€œThe Cultural Politics of Creative Improvised Music Collectives.â€ù In Gebhardt, Nicholas and Tony Whyton, eds. The Cultural Politics of Jazz Collectives: This is Our Music [pages]. New York: Routledge, 2015.",TB,
The Spectrum,,,,,,,,,Guy Klucevsek mentioned this in conversation as an important music venue,,,
The Spike,,120 Eleventh Avenue,,,,,,,,,,
Squat Theater,,256 West Twenty-third Street,,,,,,,Experimental theater company founded in Budapest.,,,
Stanley's Bar,,Stanley's Bar,Stanley's Bar,Stanley's Bar,1960s,1971,,,"""In the late 1960s, 19-25 St. Mark's Place was the central destination for the new East Village . . . [a new name for a neighborhood] traditionally . . . considered part of the immigrant Lower East Side. (Andy Warhol called it 'Babushkaville.'). These buildings were home to three related, and overlapping music scenes: the Dom, the Electric Circus, and Warhol's Exploding Plastic Inevitable. In the 1880s, they had housed the German social organization called Arlington Hall; in the 1920s, the hall was bought by the Polish National Home as a public gathering space, bar, and restaurant. Then, in the 1960s, the bar was taken over by Stanley Tolkin, and the upstairs ballroom became a club called the Dom [taken from Polski Dom Narodwy (Polish National Home)] . . . known for its good jukebox and racially integrated crowd. Meanwhile, Stanley's Bar, downstairs, played host to bands like the Fugs. . . . In April 1966, Andy Warhol rented the building and completely restyled its interior. He installed a rotating, mirrored ball, resuscitating the long-dormant dance floor accessory that later would come to define the age of disco. When he was done . . . a month-long party began that he dubbed the Exploding Plastic Inevitable . . . [whose house band was the Velvet Underground]. Warhol soon took the party on the road. . . . When they returned to New York [in 1966], the Dom had become the Balloon Farm, which was soon transformed [in 1967] into the Electric Circus. . . In 1970, a small bomb went off on the dance floor and by 1971 it had closed."" Nevius2009:[n.p.]; The space pioneered lighting and projection effects and hosted early electronic music performances by Terry Riley and Morton Subotnick. Perpetua2016.","Nevius, Michelle and James Nevius. Inside the Apple: A Streetwise History of New York City. New York: Free Press, 2009; Perpetua, Matthew. â€œIconic New York City Music Venues, Then and Now.â€ù Buzzfeed (July 22, 2013). Accessed June 4, 2016, http://www.buzzfeed.com/perpetua/iconic-nyc-music-venues-then-and-now#.ekR58M4wk.",TB,
The Stone,,15 Avenue C,,,2005,,,,Venue for experimental music owned by John Zorn.,,,
The Store,,107 East Second Street,,,1961,,,,Claes Oldenbergâ€™s installation of inexpensive artworks,,,
Stringfellows,,35 East Twenty-first Street,,,,,,,,,,
Studio 54,,254 West 54th Street,,,,,,,"Steve Rubell and Ian Schrager founded Studio 54 in 1977. The two hired a team of designers and lighting professionals to create the premiere nightclub for New York City. Bright lighting and the newest technology created a lively club environment. Notably, Studio 54 drew Andy Warhol, Mick Jagger, Elizabeth Taylor, Salvador Dali, and Truman Capote as just some of its famous regulars. Live music performances included Stevie Wonder, James Brown, Donna Summer, and Gloria Gaynor. After a raid conducted on the club resulted in the arrests of Rubell and Schrager for tax evasion, the club closed on February 4, 1980. Studio 54 repoened on September 12, 1981 featuring performances from musicians across genres ranging from metal to hip hop. In 1988, The Ritz relocated from its location in the Village to Studio 54, making it a concert venue and no longer a club. Eventually The Ritz closed and a revival of Studio 54 was opened and also soon closed. The play Cabaret used the venue as its theater from 1998-2004, and it continues to serve as a theater. ",,SM,
Studio Henry,,1 Morton Street,,,1980s,,,,"Rehearsal space rented by John Zorn for ensemble work in 1980s. Basement of a building that housed a pet store, Exotic Aquatics, upstairs.",,TB,
Studio RivBea,,24 Bond Street,,,1969,,,,"Sam and Beatrice Rivers loft, major presence in the jazz loft scene. See Capraro, Douglas. ""The Hidden History of 24 Bond Street, the Birthplace of NYC's DIY Scene."" Untapped Cities: Rediscover Your City (May 15, 2014). Accessed June 7, 2016, http://untappedcities.com/2014/05/15/the-hidden-history-of-24-bond-street-the-birthplace-of-nycs-diy-scene/",,TB,
Studio We,,193 Eldridge Street,,,,,,,"Important performance space in the jazz loft scene run by James Dubois and Juma Sultan, and site for organizing a loft-jazz festival as an alternative to the Newport Jazz Festival. ""The loft jazz festivals had their beginnings when George Wein, cast by many avant-gardists as cheif antagonist, shifted his event to New York City in 1972. Angered by Wein's exclusion of experimental performers, musicians such as James DuBois, Archie Shepp, Rashied Ali, and Juma Sultan crowded into the Bowery's Studio We loft and there laid the groundwork for a counterfestival. In opposition to Newport, they organized the New York Musicians' Festival, using Artists House, Studio RivBea, and sixteen other sites."" Looker2004:225.","Looker, Benjamin. BAG, ""Point from Which Creation Begins"": The Black Artists' Group of St. Louis. St. Louis: University of Missouri Press, 2004.",TB,
Studio WIS,,,Chelsea,,,,,,Performance space of percussionist Warren Smith,"Cherches, Peter. Downtown Music, 1971-1987: An Overview and Resource Guide. 2007. Accessed June 7, 2016, http://www.nyu.edu/library/bobst/research/fales/DowntownMusic/cherches0.html.",TB,http://www.nyu.edu/library/bobst/research/fales/DowntownMusic/cherches8.html
Tattou,,,,,,,,,,,,
Theater Genesis,Saint Marks Church,,,,1964,1977,,,"""In 1964, Ralph Cook, a young playwright who had struck up a friendship with Reverend Allenâ€”and who was head waiter at the Village Gate restaurant, where Sam Shepard was working as a busboyâ€”founded the experimental playwrightsâ€™ workshop, Theater Genesis, which would go on to be one of the very first off-off-Broadway theaters (along with Caffe Cino, Judson Poetsâ€™ Theater and La MaMa), operating out of St. Markâ€™s for the entirety of its 14-season run, until its closure in 1977 (Cookâ€™s friendship with Reverend Allen would lead to his becoming Lay Minister for the Arts at St. Markâ€™s)."" ChampionInsane:2016.","Champion, Miles. Insane Podium: A Short History: THE POETRY PROJECT, 1966-. Accessed June 9, 2016, https://www.poetryproject.org/about/history/",TB,
Theater of Musical Optics,John Zorn's studio and apartment,Lafayette Street,,,1975,,,,"Presentation space John Zorn used in the 1970s-1980s for performances of his own work of the same name, some of improvised music and some as visual dramas treating small objects to chance procedures on a grid. Troyano2016: 37-44.","Troyano, Ela. â€œJohn Zorn's Theatre of Musical Optics.â€ù In The Drama Review: TDR vol. 23, no. 4, Private Performance Issue (Dec. 1979), 37-44.",TB,
Theater of Musical Optics,,206 East Seventh Street,,,,,,,,,,
Theater for the New City,,118 East First Street,,,,,,,,,,
Theater for the New City (duplicate entry),,162 Second Avenue,,,,,,,,,,
Tier 3,,225 West Broadway,,,1979,1980,,,"Hilary Jaeger worked as a waitress in Tier 3, initially a restaurant, in 1979, and she started to book bands to play the small 300-capacity space. Popularity soon began to grow for the venue, which booked punk, new wave, reggae, and jazz bands. Bands like The Lounge Lizards, DNA, The World Saxophone Quartet, The Raincoats, Madness, and Bahaus played Tier 3. Art shows and film showings were also held at the venue. By June 1980, Tier 3 started to face the competition of newer venues in the city, and by December of that year Jaeger left the staff while the club recieved its eviction notice.",,SM,
Times Square Show,,201 West Forty-first Street,,,1980 (June),1980 (June),,,"""Fashion Moda . . . collaborated with the downtown arts collective Colab on the Times Square Show, a major alternative exhibition in an abandoned massage parlor on Times Square which featured a mock store, performances, graffiti, a punching bag, peep shows, protest actions and parodic manifestos in June 1980."" Kurczynski2011.","Kurczynski, Karen. ""Fashion Moda."" In The Grove Encyclopedia of American Art. New York: Oxford University Press, 2011. Accessed June 6, 2011, http://ezproxy.library.nyu.edu:3583/view/10.1093/acref/9780195335798.001.0001/acref-9780195335798-e-639.",TB,
Tin Palace,,325 Bowery,,,1970,1980?,,,"Jazz club with Sunday avant-garde series. ""In February 1977, the [World Saxophone Quartet] made its New York debut at the Tin Palace, a grungy East Village club sitting just a block north of punk-rock mecca CBGB's and directly under the loft apartment that [saxophonist David] Murray shared with [drummer and critic Stanley] Crouch."" Looker2004:233. â€œOne day, Stanley [Crouch] and I [Paul Pines, the owner]â€”along with Harry Lewis, who worked behind the bar and was savvy about the scene--we came up with this idea of an avant-garde series. We had people that no one else was hiring at the time. No one was hiring David Murray or James â€˜Bloodâ€™ Ulmer or Sunny Murray or Henry Threadgill.â€ù SchwartzTinPalace2016.","Looker, Benjamin. BAG, ""Point from Which Creation Begins"": The Black Artists' Group of St. Louis. St. Louis: University of Missouri Press, 2004; Schwartz, Andy.â€ùTHE TIN PALACE."" Perfect Sound Forever (October 2008). Accessed June 9. 2016, http://www.furious.com/perfect/tinpalace.html. ",TB,
Tompkins Square Park,,,,,,,,,"One site of Wigstock, among other things.",,,
Tonic,,107 Norfolk Street,,,1998,2007,,,"Supplanted the Knitting Factory as the downtown sceneâ€™s central performance space from 1998 onwards. â€œLocated in an old winery, Tonic opened in March 1998. It housed a street-level cafÃ© and a basement lounge and bar. From mid-1998 the club presented avant-garde jazz, with month-long programs organized by a series of 'curators,' notably John Zorn (who organized its first series in summer 1998), Susie Ibarra, Eugene Chadbourne, Misha Mengelberg, and Derek Bailey. It also [offered] a Klezmer music series (on Sunday afternoons), a Songwriter series (on Sunday nights), and a film night (on Mondays).â€ù GroveNightclubs2016.","""Nightclubs and other venues."" The New Grove Dictionary of Jazz, 2nd ed. Grove Music Online. Oxford Music Online. Oxford University Press, accessed June 3, 2016, http://ezproxy.library.nyu.edu:4211/subscriber/article/grove/music/J330000pg38.",TB,
Tunnel,,220 Twelfth Avenue,,,,,,,,,,
Ubu Rep,Ubu Repertory Theater,15 West Twenty-eighth Street,Chelsea,,1982,1999,,,,,,
Ubu Rep,,95 Wall Street,,,1999,,,,,,,
Undead Music Festival,,various,,,,,,,,,,
Union Square,,,,,,,,,"One site for Wigstock, among other things.",,,
University of the Streets,UOTS,130 East Seventh Street,,,1969,,,,"Educational program and cultural center founded by Muhammad Salahuddeen. â€œBorn out of the anti-poverty programs of the late 1960s, the U.O.T.S. began weekend jam sessions that featured some of the most revered jazz musicians in New York City. The heyday of the jam session was during 1969 through the late 1970s. It wasn't uncommon for artists ranging from Jackie McLean to Art Blakey or Lionel Hampton to show up and grace the jam sessions with their presence. Another musician who has enjoyed a close relationship with U.O.T.S. is pianist Barry Harris. . . .Since [Salahuddeen's] death, [his wife] Saadia has been running and maintaining the space.â€ù PauleyThree2016.","Pauley, Jared. ""Three Cheers for the University of the Streets."" Jazz.com blog (September 7, 2009). Accessed June 8, 2016, http://www.jazz.com/jazz-blog/2009/9/7/university-of-the-streets-pauley.",TB,
University of the Streets,,2381 Belmont Avenue,,The Bronx,,,,,,,,
The Village Gate,The Gate; The Terrace Bar; Top of the Gate,160 Bleecker Street,,,1958,1994,,,"""160 Bleecker Street (1958 â€“ February 1994); 240 West 52nd Street (October 1996â€“c September 1997). It opened in 1958 and continued to be active through the mid-1990s. The Bleecker Street club contained three separate venues: the basement club, also known as the Gate, opened first, with seats for more than 400 people; in 1964 Art Dâ€™Lugoff opened the street-level Terrace Bar, which seated around 90; later he opened the Top of the Gate, which seated around 300 and functioned mainly as a venue for cabaret, musical revues, and comedians. Among the . . . internationally known musicians who performed at the Village Gate during the 1960s and 1970s were Miles Davis, Erroll Garner, Cecil Taylor, Horace Silver, Gerry Mulligan, Earl Hines, Jaki Byard, Bill Evans (ii), Lee Konitz, Ahmad Jamal, Roland Kirk, McCoy Tyner, and Art Blakey. During the 1980s the stylistic emphasis at the Village Gate changed from swing and bop to jazz-rock and salsa. . . . In October 1996 Dâ€™Lugoff (and several partners) opened a new Village Gate on 52nd Street . . . [which closed] around September 1997."" GroveNightclubs2016.","""Nightclubs and other venues."" The New Grove Dictionary of Jazz, 2nd ed. Grove Music Online. Oxford Music Online. Oxford University Press, accessed June 8, 2016, http://ezproxy.library.nyu.edu:4211/subscriber/article/grove/music/J330000pg38.",TB,
The Village Gate,,240 West Fifty-second Street,,,1996,1997,,,,,,
The Village Vanguard,"Village Fair, Golden Triangle",178 Seventh Avenue South,,,1935,,,,"""Charles Street and Greenwich Avenue (26 February 1934â€“1935); 178 Seventh Avenue (from 1935). In 1932 Max Gordon opened a club, the Village Fair, on Sullivan Street in Greenwich Village, which provided a forum for poets to meet and read their work. The first Village Vanguard, opened in a basement on Charles Street at Greenwich Avenue, also functioned as a meeting place for local poets; when he wanted to introduce music at the club, Gordon was refused a cabaret license. . . . He opened a third club early in 1935 in another basement on Seventh Avenue, where a speakeasy called the Golden Triangle had operated earlier. The new Village Vanguard offered poetry and jazz, but it was not until the mid-1950s that it became known mainly as a jazz venue. . . . In the 1930s and 1940s . . . it engaged performers of the standing of Sidney Bechet . . . and Mary Lou Williams; during the 1940s Eddie Heywood, Zutty Singleton, and Jimmy Hamilton formed the resident trio. . . . After it made its name as one of New Yorkâ€™s main jazz venues, such musicians as Dizzy Gillespie, Art Blakey, Miles Davis, Sonny Rollins, Coleman Hawkins, Charles Mingus, Gerry Mulligan, the Modern Jazz Quartet, Thelonious Monk, Keith Jarrett [and] Chick Corea . . . played at the Village Vanguard. The most significant of the venueâ€™s events were perhaps the many performances given by John Coltraneâ€™s groups, which resulted in some of his finest recordings, among them Live at the Village Vanguard (1961, Imp. 10) and Live at the Village Vanguard Again (1966, Imp. 9124). . . . Following Gordonâ€™s death in 1989, his wife Lorraine Gordon took over the [club's] management."" GroveNightclubs2016.","""Nightclubs and other venues."" The New Grove Dictionary of Jazz, 2nd ed. Grove Music Online. Oxford Music Online. Oxford University Press, accessed June 8, 2016, http://ezproxy.library.nyu.edu:4211/subscriber/article/grove/music/J330000pg38.",TB,
Visage (the debutanta nightclub),,,,,,,,,,,,
Vision Festival,,various,,,,,,,,,,
Vox Populi,,511 East Sixth Street,,,,,,,,,,
Washington Square United Methodist Church,"Peace Church, Village Memorial Church",135 West Fourth Street,,,1860,2004,,,Guy Klucevsek mentioned this in conversation as an important music venue. Kent attended performances here.,,,
The Waverly,,325 Sixth Avenue,,,,,,,,,,
Webster Hall,,411 East Ninth Street,,,,,,,"Webster Hall first opened in 1887 as a meeting hall for residents in the area. Labor rallies and political gatherings made up the early uses of the Hall. In the early 1900s, masquerades gained popularity and were held in Webster Hall. During this period, the venue became known as ""The Devil's Playground"" for the lavish balls and flowing alcohol. This era also saw the first gatherings for the LGBT community. After the Prohibition Era ended (which the Hall was not effected by), the venue was transformed into a performance space and recording studio for musicians during the mid-20th century. MTV brought Webster Hall and renamed it to The Ritz to serve as a concert venue in the 1980s. American rock bands like KISSouth  and Guns nâ€™ Roses performed there and international bands, such as U2, had their first U.S. show at the venue. In the 1990s, Webster Hall returned to its original name and became a nightclub and concert venue still drawing in musical performances of a variety of artists both upcoming and established.",,SM,
Westbeth Building,Westbeth Artists' Housing,55 Bethune Street,,,1970,,,,"Home to Merce Cunningham Dance Studio and Martha Graham Dance Company. Westbeth is â€œa complex of 13 buildings which were formerly the site of Bell Laboratories. . . With innovative funding [from]of the J. M. Kaplan Foundation, and . . . the National Endowment for the Arts, it became an ambitious renovation project designed to create 384 live-work spaces for artists of all disciplines and their families. . . . Westbeth opened in 1970.â€ù Westbeth2016.","Westbeth--Home to the Arts: History. Accessed June 6, 2016, http://westbeth.org/wordpress/about/history/.",TB,
White Columns,,325 Spring Street,,,,,,,,,SM,
Wigstock,,"Tompkins Square Park, Union Square, piers",,,,,,,,,,
Winter Jazz Festival,,various,,,,,,,,,,
Wolff Gallery,,513 East Sixth Street,,,1984,1991,,,"â€œIn its early years as an art center, dozens of new galleries opened in the East Village each fall. Artists flocked there to live in low-rent apartments and high-rolling collectors arrived in limousines at art openings in tiny storefront galleries. Various gritty, kitschy styles of art known as graffiti art, fun art, even East Village art were the rage. Today, however, a cooler, more abstract and often more sophisticated style of art has grabbed the attention of leading art collectors, and some of the galleries that have shown this new work, although they made their mark while in the East Village, are moving to SoHo or planning to. â€˜Geographically, we were in the East Village, but our approach was always different from the East Village,' said Jane Gekler, co-owner of the Wolff Gallery, a leading East Village gallery that moved last spring [from 513 East Sixth Street] to 560 Broadway in SoHo.â€ù McGill2016.","McGill, Douglas C. â€œArt Boom Slows In the East Village.â€ù New York Times (July 25, 1987). Accessed August 15, 2016, http://www.nytimes.com/1987/07/25/arts/art-boom-slows-in-the-east-village.html.",TB,
Wooster Group,Performing Garage,33 Wooster Street,1975,,,,,,"â€œAmong producers of experimental theatre in the 1970s and 1980s, the Wooster Group is unique for its combination of aesthetic and political radicalism with intellectual rigor. From the beginning, its work has been toughâ€”difficult, vigorous, and controversial. . . . The Group has examined attentively the culture of which it is a part, and read closely and intently its theatrical landmarks, deconstructing a series of texts, including The Cocktail Party, Our Town and The Crucible. It has juxtaposed these plays against wildly contrasting material (ranging from deafening disco music to a Pigmeat Markham comedy routine) to perform incisive critiques that expose the contradictions lurking in each text. . . . The first wave of experimentation [in American theater in the 1960s] included collectives, like the Living Theatre . . . and the Open Theatre. . . . In the late 1960s and early 1970s, off-Off-Broadway was further invigorated by the anti-Vietnam War movement and the development of a powerful counterculture. This resulted in a second wave of experimentation which brought to the fore director/playwrights Richard Foreman and Robert Wilson and two collectives, Mabou Mines and the Performance Group. . . [which] served as home base for the artists . . . who would, in 1980, re-form as the Wooster Group.â€ù Savran1986:[page].","Savran, David. Breaking the Rules: The Wooster Group. New York: Theatre Communications Group, 1986.",TB,
